MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
16.424,50.0,4.40169133192389,1.040169133192389,1131.0,2.3911205073995774,37.84,-122.28,108.89999999999999
16.875,52.0,4.703225806451613,1.032258064516129,395.0,2.5483870967741935,37.84,-122.28,132.0
19.274,49.0,5.068783068783069,1.1825396825396826,863.0,2.2830687830687832,37.84,-122.28,122.30000000000001
19.615000000000002,52.0,4.882086167800454,1.090702947845805,1168.0,2.6485260770975056,37.84,-122.28,115.19999999999999
17.969,48.0,5.737313432835821,1.2208955223880598,1026.0,3.062686567164179,37.84,-122.27,110.4
13.75,49.0,5.0303951367781155,1.1124620060790273,754.0,2.291793313069909,37.83,-122.27,104.89999999999999
27.303,51.0,4.972014925373134,1.0708955223880596,1258.0,2.3470149253731343,37.83,-122.27,109.7
14.861,49.0,4.6022727272727275,1.0681818181818181,570.0,2.159090909090909,37.83,-122.27,97.2
10.972,48.0,4.807486631016043,1.1550802139037433,987.0,2.6390374331550803,37.83,-122.27,104.5
14.103000000000002,52.0,3.7493796526054592,0.967741935483871,901.0,2.235732009925558,37.83,-122.28,103.89999999999999
34.8,52.0,4.757281553398058,1.0679611650485437,689.0,2.2297734627831716,37.83,-122.26,191.4
25.898,52.0,3.4942528735632186,1.0272988505747127,1377.0,1.978448275862069,37.83,-122.26,176.0
20.977999999999998,52.0,4.215189873417722,1.0607594936708862,946.0,2.3949367088607594,37.83,-122.26,155.4
10.25,49.0,3.7724867724867726,1.0687830687830688,462.0,2.4444444444444446,37.84,-122.26,118.8
39.643,52.0,4.797979797979798,1.02020202020202,467.0,2.3585858585858586,37.84,-122.26,188.79999999999998
30.125,52.0,4.941780821917808,1.0650684931506849,660.0,2.26027397260274,37.83,-122.26,184.4
26.768,52.0,4.335078534031414,1.0994764397905759,718.0,1.8795811518324608,37.83,-122.26,182.29999999999998
20.259999999999998,50.0,3.700657894736842,1.0592105263157894,616.0,2.026315789473684,37.83,-122.26,142.5
9.506,40.0,3.9,1.21875,423.0,2.64375,37.82,-122.26,187.5
17.75,40.0,2.6875,1.0653409090909092,700.0,1.9886363636363635,37.82,-122.27,112.5
9.218,21.0,2.045662100456621,1.0342465753424657,735.0,1.678082191780822,37.82,-122.27,171.9
15.045,43.0,4.58968058968059,1.1203931203931203,1061.0,2.6068796068796067,37.82,-122.27,93.8
11.108,41.0,4.473611111111111,1.1847222222222222,1959.0,2.720833333333333,37.82,-122.27,97.5
12.475000000000001,52.0,4.075,1.14,1162.0,2.905,37.82,-122.27,104.2
16.098,52.0,5.021459227467811,1.0085836909871244,701.0,3.0085836909871246,37.82,-122.28,87.5
14.113,52.0,4.295454545454546,1.1045454545454545,576.0,2.618181818181818,37.82,-122.28,83.1
15.057,52.0,4.77992277992278,1.111969111969112,622.0,2.4015444015444016,37.82,-122.28,87.5
12.171000000000001,52.0,4.5625,1.1217105263157894,1074.0,3.5328947368421053,37.82,-122.28,80.30000000000001
33.929,52.0,5.994652406417113,1.1283422459893049,554.0,2.962566844919786,37.83,-122.29,75.7
11.667000000000002,52.0,5.401069518716578,1.1176470588235294,604.0,3.229946524064171,37.81,-122.3,78.4
8.056,48.0,4.382530120481928,1.0662650602409638,788.0,2.3734939759036147,37.81,-122.3,84.39999999999999
9.802,46.0,4.584288052373159,1.0540098199672667,1823.0,2.983633387888707,37.81,-122.29,129.20000000000002
17.719,26.0,6.047244094488189,1.1968503937007875,392.0,3.0866141732283463,37.81,-122.29,82.5
7.2860000000000005,46.0,3.375451263537906,1.0722021660649819,582.0,2.101083032490975,37.81,-122.29,95.19999999999999
24.830000000000002,20.0,6.2781954887218046,1.2105263157894737,290.0,2.180451127819549,37.81,-122.29,137.5
9.241,17.0,2.8177676537585423,1.0523917995444192,762.0,1.7357630979498861,37.81,-122.28,177.5
24.464000000000002,36.0,5.724950884086444,1.1041257367387034,1236.0,2.4282907662082516,37.81,-122.28,102.1
11.111,19.0,5.830917874396135,1.173913043478261,721.0,3.4830917874396135,37.81,-122.28,108.3
8.026,23.0,5.369230769230769,1.1507692307692308,1054.0,3.243076923076923,37.81,-122.29,112.5
20.114,38.0,4.412903225806452,1.135483870967742,344.0,2.2193548387096773,37.8,-122.28,131.29999999999998
15.0,17.0,3.1972318339100347,1.0,609.0,2.1072664359861593,37.81,-122.28,162.5
11.667000000000002,52.0,3.75,1.0,183.0,3.267857142857143,37.81,-122.27,112.5
15.207999999999998,52.0,3.9080459770114944,1.1149425287356323,200.0,2.2988505747126435,37.81,-122.28,112.5
8.075,52.0,2.490322580645161,1.0580645161290323,346.0,2.232258064516129,37.81,-122.28,137.5
18.088,35.0,5.609467455621302,1.0887573964497042,467.0,2.7633136094674557,37.81,-122.28,118.8
9.77,40.0,2.3157894736842106,1.186842105263158,582.0,1.5315789473684212,37.81,-122.27,118.8
7.6,10.0,2.6515151515151514,1.0545454545454545,546.0,1.6545454545454545,37.81,-122.27,162.5
9.722,10.0,2.6923076923076925,1.0769230769230769,125.0,3.2051282051282053,37.8,-122.27,137.5
20.938,16.0,2.74585635359116,1.0828729281767955,800.0,2.2099447513812156,37.8,-122.27,162.5
26.354000000000003,27.0,3.493377483443709,1.1490066225165563,718.0,2.377483443708609,37.79,-122.27,187.5
28.345,31.0,3.8949152542372882,1.1279661016949152,2048.0,1.735593220338983,37.82,-122.26,183.8
20.062,29.0,3.681318681318681,1.1758241758241759,202.0,2.21978021978022,37.81,-122.26,125.0
12.184999999999999,22.0,2.9456,1.016,2024.0,1.6192,37.82,-122.26,170.0
26.104,37.0,3.7071428571428573,1.1071428571428572,1838.0,1.8755102040816327,37.82,-122.26,193.1
24.912,29.0,3.7248,1.1312,2304.0,1.8432,37.81,-122.25,257.8
32.177,28.0,3.8784235136940546,1.070808283233133,2563.0,1.7120908483633934,37.81,-122.25,273.4
31.25,39.0,3.745614035087719,1.0614035087719298,389.0,1.706140350877193,37.81,-122.25,237.5
25.794999999999998,52.0,3.5154975530179446,1.1435562805872757,895.0,1.4600326264274062,37.81,-122.25,350.0
28.406,34.0,3.281721632196758,1.0698714365567357,2689.0,1.5030743432084963,37.81,-122.26,335.70000000000005
49.306,52.0,6.184426229508197,0.9221311475409836,674.0,2.762295081967213,37.82,-122.24,313.4
32.727,52.0,4.442982456140351,1.0570175438596492,709.0,1.5548245614035088,37.81,-122.24,268.5
31.691,52.0,4.165876777251185,1.0900473933649288,686.0,1.6255924170616114,37.81,-122.25,259.4
39.0,52.0,4.848189415041783,1.0459610027855153,1444.0,2.011142061281337,37.82,-122.24,275.7
39.063,28.0,4.160847880299252,1.0660847880299251,1520.0,1.8952618453865338,37.82,-122.25,225.0
50.917,52.0,5.628458498023716,1.1422924901185771,550.0,2.1739130434782608,37.82,-122.25,262.5
26.429000000000002,32.0,3.7270058708414875,1.0743639921722115,1806.0,1.7671232876712328,37.82,-122.25,218.5
30.232999999999997,26.0,3.2530813475760065,0.9827444535743632,1749.0,1.4371405094494658,37.82,-122.25,254.99999999999997
31.484,52.0,4.578034682080925,1.0770712909441233,939.0,1.8092485549132948,37.83,-122.25,224.10000000000002
34.722,35.0,3.822274881516588,1.014218009478673,675.0,1.599526066350711,37.83,-122.25,243.1
31.429000000000002,52.0,4.3951890034364265,0.9862542955326461,534.0,1.8350515463917525,37.83,-122.25,231.6
24.234,28.0,3.0234798314268514,1.053582179409994,2558.0,1.5400361228175798,37.83,-122.25,218.5
30.897000000000002,52.0,4.040501446480231,1.0655737704918034,1786.0,1.7222757955641272,37.83,-122.25,234.10000000000002
58.596000000000004,50.0,6.742627345844504,1.0697050938337802,970.0,2.6005361930294906,37.84,-122.23,327.59999999999997
52.868,47.0,6.546391752577319,0.9360824742268041,1098.0,2.263917525773196,37.84,-122.23,347.6
59.56,41.0,6.851063829787234,1.0797872340425532,794.0,2.1117021276595747,37.83,-122.24,366.1
49.643,37.0,7.1063829787234045,1.148936170212766,98.0,2.0851063829787235,37.85,-122.24,335.0
63.434,52.0,6.947890818858561,1.0198511166253101,1061.0,2.632754342431762,37.85,-122.23,373.6
51.772999999999996,52.0,6.358558558558559,1.0342342342342343,1177.0,2.120720720720721,37.84,-122.24,389.5
72.354,52.0,7.11716621253406,0.9945504087193461,901.0,2.455040871934605,37.85,-122.24,391.1
54.57,28.0,5.5303347280334725,1.096234309623431,2031.0,2.1244769874476988,37.85,-122.22,337.3
75.0,50.0,6.127348643006263,0.9874739039665971,1031.0,2.152400835073069,37.84,-122.22,295.2
60.194,44.0,5.735343383584589,1.0,1358.0,2.274706867671692,37.84,-122.21,292.3
75.544,40.0,7.631498470948012,1.0305810397553516,1616.0,2.470948012232416,37.83,-122.21,411.5
60.666000000000004,30.0,6.446064139941691,1.0087463556851313,844.0,2.4606413994169096,37.84,-122.2,311.5
70.548,34.0,6.125,0.9879032258064516,1140.0,2.2983870967741935,37.84,-122.21,325.9
116.017,18.0,8.335051546391753,1.0824742268041236,533.0,2.747422680412371,37.84,-122.19,392.6
74.882,35.0,6.467268623024831,1.0383747178329572,1072.0,2.419864559819413,37.84,-122.2,319.3
68.976,34.0,6.6122715404699735,1.0287206266318538,1627.0,2.1240208877284594,37.83,-122.21,333.3
82.049,28.0,6.978947368421053,0.968421052631579,463.0,2.4368421052631577,37.83,-122.19,335.2
84.00999999999999,26.0,7.530805687203792,1.0568720379146919,542.0,2.5687203791469195,37.83,-122.2,351.2
68.538,29.0,6.657992565055762,1.0074349442379182,661.0,2.45724907063197,37.83,-122.19,368.9
83.17,32.0,6.977186311787072,1.0038022813688212,635.0,2.414448669201521,37.82,-122.19,365.9
70.175,37.0,6.982954545454546,1.0284090909090908,420.0,2.3863636363636362,37.82,-122.2,366.7
63.30199999999999,39.0,7.54,1.068,1265.0,2.53,37.82,-122.2,362.8
70.549,52.0,6.785714285714286,0.9514285714285714,813.0,2.322857142857143,37.82,-122.21,331.4
67.851,45.0,6.957746478873239,1.0234741784037558,1067.0,2.504694835680751,37.81,-122.2,323.5
28.929000000000002,50.0,5.132246376811594,1.0960144927536233,1260.0,2.282608695652174,37.8,-122.21,216.7
30.811999999999998,38.0,4.628336755646817,1.0985626283367556,951.0,1.9527720739219712,37.8,-122.21,233.1
52.402,52.0,6.200892857142857,0.9464285714285714,510.0,2.2767857142857144,37.81,-122.21,296.4
65.217,52.0,6.39935064935065,1.0876623376623376,765.0,2.4837662337662336,37.81,-122.22,273.7
32.632,52.0,4.745652173913044,1.0108695652173914,1129.0,2.4543478260869565,37.8,-122.22,227.70000000000002
30.298,52.0,5.183673469387755,1.0521541950113378,1073.0,2.433106575963719,37.8,-122.22,199.6
45.428,52.0,5.283495145631068,1.050485436893204,1185.0,2.3009708737864076,37.8,-122.22,239.8
40.72,52.0,5.952941176470588,0.9970588235294118,756.0,2.223529411764706,37.81,-122.22,270.1
53.509,52.0,5.65067178502879,1.0287907869481765,1034.0,1.9846449136276392,37.81,-122.22,302.09999999999997
31.602999999999998,52.0,4.429193899782135,1.0588235294117647,787.0,1.7145969498910676,37.8,-122.23,269.5
47.708000000000006,52.0,6.727699530516432,1.0751173708920188,612.0,2.8732394366197185,37.81,-122.23,314.7
81.564,52.0,7.7026315789473685,1.0578947368421052,1021.0,2.6868421052631577,37.81,-122.22,390.09999999999997
68.591,52.0,7.599388379204893,0.9571865443425076,953.0,2.914373088685015,37.81,-122.24,352.4
60.302,52.0,5.8203125,0.9296875,634.0,2.4765625,37.81,-122.24,287.3
75.08,52.0,7.994318181818182,1.0369318181818181,878.0,2.4943181818181817,37.81,-122.23,348.7
27.477,52.0,4.333333333333333,1.1387163561076605,918.0,1.9006211180124224,37.81,-122.24,243.8
21.944,52.0,5.074285714285714,0.96,360.0,2.057142857142857,37.8,-122.24,211.50000000000003
30.149,52.0,4.276639344262295,1.0450819672131149,1197.0,2.4528688524590163,37.8,-122.25,218.4
36.75,52.0,4.851351351351352,0.9691119691119691,1048.0,2.023166023166023,37.81,-122.24,269.9
32.25,46.0,4.326639892904953,1.1178045515394912,1373.0,1.8380187416331994,37.81,-122.25,218.8
29.345,42.0,4.059113300492611,1.0492610837438423,1715.0,1.6896551724137931,37.8,-122.25,225.0
21.429000000000002,43.0,3.2742382271468142,1.0969529085872576,1359.0,1.8822714681440442,37.8,-122.25,250.0
16.121000000000002,41.0,3.5617433414043584,1.1355932203389831,1062.0,2.5714285714285716,37.8,-122.25,171.4
13.929,29.0,3.1927554980595083,1.1177231565329884,1335.0,1.7270375161707632,37.8,-122.25,193.79999999999998
23.173,27.0,3.804195804195804,1.1468531468531469,1171.0,2.7296037296037294,37.79,-122.24,125.0
17.772,45.0,3.882608695652174,1.1434782608695653,1475.0,3.2065217391304346,37.79,-122.25,97.5
26.458,50.0,3.2091836734693877,0.9591836734693877,742.0,3.7857142857142856,37.79,-122.25,125.0
21.810000000000002,52.0,3.6887052341597797,1.0771349862258952,1086.0,2.9917355371900825,37.79,-122.25,138.79999999999998
22.303,36.0,3.0902394106813995,1.1160220994475138,1645.0,3.029465930018416,37.8,-122.25,116.7
16.504,43.0,3.639751552795031,1.0046583850931676,1710.0,2.6552795031055902,37.8,-122.25,151.8
22.697,52.0,4.368421052631579,1.0,731.0,3.206140350877193,37.8,-122.24,127.0
21.563,52.0,4.585014409221902,1.07492795389049,1118.0,3.2219020172910664,37.8,-122.24,128.6
21.348,52.0,4.7343283582089555,1.1880597014925374,1006.0,3.002985074626866,37.8,-122.24,140.6
26.292,47.0,3.693140794223827,1.0613718411552346,1213.0,2.1895306859205776,37.8,-122.24,182.7
23.833000000000002,52.0,4.638132295719845,1.1245136186770428,772.0,3.0038910505836576,37.8,-122.23,146.9
29.57,52.0,4.496259351620948,1.0473815461346634,1321.0,3.29426433915212,37.8,-122.24,122.8
25.238,49.0,4.192023633677991,1.106351550960118,1487.0,2.1964549483013296,37.8,-122.24,169.3
19.375,52.0,4.209677419354839,0.989247311827957,488.0,2.6236559139784945,37.8,-122.23,126.6
19.028,51.0,4.0561224489795915,1.0561224489795917,949.0,2.420918367346939,37.8,-122.23,127.89999999999999
22.5,50.0,4.20722891566265,1.1566265060240963,1149.0,2.7686746987951807,37.8,-122.23,123.50000000000001
23.929000000000002,52.0,4.4714285714285715,1.0678571428571428,844.0,3.0142857142857142,37.8,-122.23,111.9
29.357000000000003,52.0,4.327669902912621,0.9587378640776699,1659.0,4.026699029126213,37.79,-122.23,107.89999999999999
18.854,30.0,3.7984790874524714,1.0038022813688212,1011.0,3.844106463878327,37.79,-122.23,137.5
21.638,39.0,3.776349614395887,1.1079691516709511,1464.0,3.763496143958869,37.79,-122.24,105.5
33.75,52.0,4.011904761904762,1.0714285714285714,647.0,3.8511904761904763,37.79,-122.24,116.10000000000001
22.542,43.0,4.554621848739496,1.0532212885154062,1284.0,3.596638655462185,37.79,-122.24,112.20000000000002
16.0,39.0,3.747967479674797,1.048780487804878,381.0,3.097560975609756,37.79,-122.25,112.5
36.25,52.0,3.973568281938326,1.0440528634361232,846.0,3.7268722466960353,37.79,-122.25,125.0
16.929000000000002,20.0,3.510355029585799,1.1523668639053255,1659.0,2.4541420118343193,37.8,-122.26,114.99999999999999
16.471,52.0,2.8333333333333335,0.927536231884058,520.0,3.7681159420289854,37.77,-122.22,95.0
25.9,52.0,4.38996138996139,1.162162162162162,866.0,3.3436293436293436,37.77,-122.22,96.39999999999999
25.7,52.0,4.202185792349726,1.1256830601092895,612.0,3.3442622950819674,37.77,-122.23,72.0
26.429000000000002,52.0,3.746031746031746,1.1587301587301588,415.0,3.2936507936507935,37.78,-122.23,71.3
14.886,50.0,4.0251572327044025,1.1111111111111112,1525.0,3.19706498951782,37.78,-122.22,128.8
19.338,43.0,3.2420091324200913,1.0776255707762556,1506.0,3.4383561643835616,37.78,-122.23,112.5
14.844,52.0,3.8666666666666667,1.011764705882353,1008.0,3.9529411764705884,37.78,-122.23,119.39999999999999
16.009,44.0,3.1158455392809588,1.0985352862849533,2813.0,3.745672436750999,37.78,-122.23,118.10000000000001
20.375,48.0,4.944606413994169,1.154518950437318,1481.0,4.317784256559767,37.79,-122.23,122.50000000000001
22.93,49.0,5.365296803652968,0.9908675799086758,859.0,3.922374429223744,37.79,-122.23,106.3
21.494,37.0,4.479923518164436,1.0975143403441683,1608.0,3.074569789674952,37.79,-122.22,132.5
16.198,30.0,4.357142857142857,1.0357142857142858,425.0,3.0357142857142856,37.79,-122.23,122.7
13.281,40.0,5.054347826086956,1.0815217391304348,564.0,3.0652173913043477,37.79,-122.23,113.3
35.156,44.0,5.466911764705882,1.1544117647058822,961.0,3.5330882352941178,37.79,-122.22,109.5
39.048,52.0,4.998540145985402,1.0072992700729928,2273.0,3.318248175182482,37.79,-122.22,164.7
30.893,52.0,3.9076923076923076,0.9743589743589743,600.0,3.076923076923077,37.79,-122.21,125.0
26.042,46.0,4.489563567362429,1.0910815939278937,1647.0,3.1252371916508537,37.79,-122.22,124.70000000000002
25.0,49.0,4.306603773584905,1.0613207547169812,1201.0,2.832547169811321,37.79,-122.22,136.7
27.969,38.0,4.626707132018209,1.078907435508346,2167.0,3.2883156297420335,37.79,-122.22,141.70000000000002
28.321,29.0,4.823529411764706,1.1058823529411765,939.0,2.761764705882353,37.79,-122.2,150.0
29.583,47.0,5.284246575342466,1.0513698630136987,859.0,2.941780821917808,37.79,-122.21,138.79999999999998
28.365000000000002,34.0,4.5813953488372094,1.0794573643410852,1517.0,2.939922480620155,37.79,-122.21,139.2
28.75,35.0,4.520725388601036,1.0595854922279793,1143.0,2.961139896373057,37.79,-122.21,143.79999999999998
30.682000000000002,39.0,4.316810344827586,1.0775862068965518,1109.0,2.3900862068965516,37.8,-122.21,156.5
30.756999999999998,39.0,4.524663677130045,1.0022421524663676,1221.0,2.7376681614349776,37.8,-122.21,151.0
49.559,43.0,6.6923076923076925,1.0967032967032968,1115.0,2.4505494505494507,37.8,-122.2,273.0
47.721000000000004,52.0,5.772388059701493,1.0932835820895523,706.0,2.6343283582089554,37.8,-122.2,217.1
34.861,52.0,4.984419263456091,1.0070821529745042,1883.0,2.6671388101983005,37.8,-122.21,187.1
51.184000000000005,41.0,6.088235294117647,1.0411764705882354,804.0,2.364705882352941,37.8,-122.2,239.6
40.977,48.0,5.242063492063492,1.0436507936507937,506.0,2.007936507936508,37.8,-122.21,229.70000000000002
47.44,48.0,7.117647058823529,1.088235294117647,610.0,2.563025210084034,37.8,-122.19,257.3
42.727000000000004,46.0,5.837349397590361,1.0271084337349397,768.0,2.3132530120481927,37.8,-122.19,246.89999999999998
29.844,50.0,5.260869565217392,1.059782608695652,462.0,2.510869565217391,37.79,-122.19,179.9
41.739,40.0,4.51063829787234,1.0893617021276596,667.0,2.8382978723404255,37.79,-122.2,169.6
38.487,46.0,5.1152882205513786,1.0150375939849625,1059.0,2.654135338345865,37.8,-122.2,203.29999999999998
40.114000000000004,52.0,6.5451263537906135,0.9783393501805054,637.0,2.299638989169675,37.8,-122.19,263.4
46.563,45.0,5.986784140969163,0.9933920704845814,1106.0,2.436123348017621,37.79,-122.19,231.8
29.297,28.0,4.699551569506727,1.1375186846038865,1737.0,2.596412556053812,37.79,-122.19,140.5
23.035999999999998,35.0,4.62051282051282,1.176923076923077,1009.0,2.5871794871794873,37.79,-122.2,126.0
26.667,49.0,4.2,0.9285714285714286,737.0,3.5095238095238095,37.79,-122.2,122.0
26.19,44.0,3.30142566191446,0.9205702647657841,1354.0,2.7576374745417516,37.79,-122.2,134.7
24.167,45.0,4.462025316455696,1.1244725738396624,1530.0,3.2278481012658227,37.79,-122.21,139.39999999999998
27.788,45.0,4.210416666666666,1.1,1410.0,2.9375,37.79,-122.2,115.39999999999999
27.351999999999997,46.0,3.9349736379613356,0.8927943760984183,1390.0,2.4428822495606326,37.78,-122.21,137.3
18.472,52.0,5.4907063197026025,1.1152416356877324,1065.0,3.95910780669145,37.78,-122.21,137.0
26.583000000000002,52.0,4.310204081632653,0.9142857142857143,792.0,3.23265306122449,37.78,-122.21,142.6
30.535999999999998,49.0,3.6653061224489796,0.9959183673469387,779.0,3.179591836734694,37.78,-122.21,137.5
23.906,44.0,4.865573770491803,1.1639344262295082,2269.0,3.719672131147541,37.78,-122.22,111.7
17.188000000000002,43.0,4.181818181818182,1.1302211302211302,1227.0,3.0147420147420148,37.78,-122.21,126.8
26.25,47.0,3.6556016597510372,1.0290456431535269,753.0,3.12448132780083,37.78,-122.21,111.3
17.276,50.0,4.036363636363636,1.075,1807.0,4.1068181818181815,37.78,-122.22,102.3
20.801,44.0,3.38989898989899,1.0383838383838384,1700.0,3.4343434343434343,37.78,-122.22,131.9
24.89,51.0,4.1653944020356235,1.178117048346056,1543.0,3.926208651399491,37.78,-122.22,119.10000000000001
17.546,52.0,4.733333333333333,1.0466666666666666,1085.0,3.6166666666666667,37.76,-122.21,80.60000000000001
26.765,52.0,5.0,1.0268456375838926,473.0,3.174496644295302,37.77,-122.21,88.8
24.338,49.0,4.703933747412008,1.031055900621118,1621.0,3.3561076604554865,37.77,-122.2,102.4
23.309,46.0,3.4858757062146895,1.0593220338983051,1183.0,3.34180790960452,37.77,-122.21,98.7
22.604000000000003,43.0,3.6714801444043323,1.184115523465704,836.0,3.0180505415162453,37.77,-122.21,100.0
18.039,42.0,3.543726235741445,0.9657794676806084,900.0,3.4220532319391634,37.77,-122.19,92.30000000000001
22.562,39.0,5.007448789571694,1.111731843575419,1888.0,3.515828677839851,37.77,-122.2,94.8
20.562,41.0,4.536656891495602,1.217008797653959,1024.0,3.002932551319648,37.77,-122.2,102.0
35.398,52.0,5.4373522458628845,1.0472813238770686,1225.0,2.895981087470449,37.78,-122.2,158.4
31.166999999999998,39.0,4.659574468085107,1.0611702127659575,1071.0,2.848404255319149,37.78,-122.2,121.6
25.400999999999996,50.0,4.939153439153439,1.066137566137566,1128.0,2.984126984126984,37.78,-122.2,129.1
28.98,43.0,5.020661157024794,1.037190082644628,1537.0,3.175619834710744,37.77,-122.2,121.39999999999999
23.125,44.0,4.399491094147582,1.0534351145038168,1240.0,3.1552162849872776,37.78,-122.21,102.8
28.75,52.0,6.107142857142857,1.0714285714285714,469.0,2.7916666666666665,37.78,-122.19,160.0
33.715,52.0,5.105882352941176,1.0070588235294118,1086.0,2.5552941176470587,37.77,-122.19,143.9
35.114000000000004,52.0,5.585131894484412,1.0671462829736211,1144.0,2.7434052757793763,37.77,-122.19,151.2
43.125,52.0,6.645333333333333,1.1066666666666667,1109.0,2.957333333333333,37.78,-122.19,164.39999999999998
32.2,52.0,5.956639566395664,1.075880758807588,984.0,2.6666666666666665,37.78,-122.19,156.5
52.328,49.0,5.660287081339713,0.9808612440191388,496.0,2.373205741626794,37.78,-122.19,174.2
37.262,52.0,5.631578947368421,1.0157894736842106,555.0,2.9210526315789473,37.78,-122.19,166.9
45.893,45.0,5.400611620795107,1.0152905198776758,869.0,2.6574923547400613,37.78,-122.2,163.5
52.577999999999996,39.0,5.820754716981132,0.8962264150943396,236.0,2.2264150943396226,37.79,-122.18,252.99999999999997
70.875,41.0,6.593457943925234,1.088785046728972,626.0,2.925233644859813,37.79,-122.18,240.7
39.712,46.0,6.410334346504559,1.1762917933130699,922.0,2.802431610942249,37.79,-122.18,208.1
29.514,47.0,4.80078125,0.94921875,582.0,2.2734375,37.79,-122.19,198.10000000000002
26.667,50.0,4.746268656716418,1.0796019900497513,546.0,2.716417910447761,37.79,-122.19,172.8
54.446000000000005,37.0,6.176691729323308,0.9849624060150376,620.0,2.330827067669173,37.81,-122.18,336.7
62.838,34.0,6.948717948717949,1.0,442.0,2.2666666666666666,37.8,-122.18,318.2
67.527,23.0,7.064024390243903,1.024390243902439,955.0,2.9115853658536586,37.8,-122.18,285.8
70.712,24.0,7.589506172839506,0.9783950617283951,916.0,2.8271604938271606,37.77,-122.13,293.0
36.875,42.0,5.707865168539326,0.9737827715355806,651.0,2.438202247191011,37.78,-122.17,157.29999999999998
28.75,30.0,4.731152204836415,1.0611664295874823,1704.0,2.4238975817923185,37.77,-122.17,135.3
34.205,43.0,4.877149877149877,1.0810810810810811,1085.0,2.6658476658476657,37.78,-122.18,136.7
32.984,50.0,5.78169014084507,1.1338028169014085,713.0,2.51056338028169,37.78,-122.18,160.7
38.75,49.0,4.933701657458563,0.9779005524861878,468.0,2.585635359116022,37.78,-122.17,140.6
41.75,52.0,5.396694214876033,1.0578512396694215,296.0,2.446280991735537,37.78,-122.17,144.0
43.75,47.0,5.761467889908257,0.9954128440366973,570.0,2.614678899082569,37.77,-122.16,161.9
47.708000000000006,48.0,5.427777777777778,1.0777777777777777,446.0,2.477777777777778,37.77,-122.16,156.29999999999998
35.739000000000004,45.0,6.052083333333333,1.0338541666666667,968.0,2.5208333333333335,37.77,-122.16,176.0
